author_name,rating,review_text,review_date,title,app_version
Kalani guy,5,Thank you securing my military pension! Never any problems… Thank you😇,2024-12-05T14:04:11-07:00,Reliable,18.0.5910
Hawkeye Stu,5,"Great app, simple yet full of banking options.",2024-12-05T13:55:06-07:00,Easy to use,18.0.5910
Chill out willis,5,"I’m very happy with your app, because you get nice gadgets where I could check my status, my payments and I can see my statements balance. Thank you.",2024-12-05T13:55:03-07:00,Congrats,18.0.5910
Fujitasix,5,"I can get almost all of my banking tasks accomplished with their app. On the rare occasions I need a live agent, they are super fast to respond and always helpful. Unify FCU rocks!",2024-12-05T13:22:39-07:00,Great CU and great app,18.0.5910
clcswc,5,👍🏽,2024-12-05T12:57:21-07:00,Great app,18.0.5910
CrysDk,5,This would be my third bank in the last 7 years and I would say I wouldn’t go back to any other bank! This app is user friendly and I can find everything I need by using it,2024-12-05T12:09:17-07:00,Best place to bank at,18.0.5910
Stompdown GD,5,Great,2024-12-05T11:43:23-07:00,Customer,18.0.5910
SJP6471,5,The apps gets me to areas I want to go and allows me to do the essential banking functions,2024-12-05T11:23:07-07:00,Gets me what I want,18.0.5910
UFCU1,5,"User friendly, convenient and efficient",2024-12-05T11:13:46-07:00,Long time customer,18.0.5910
LA-arsenal,5,Does almost everything I can do at the bank,2024-12-05T11:03:29-07:00,Unify app is  very good,18.0.5910
liggage,5,Great,2024-12-05T09:31:25-07:00,Excellent great!,18.0.5910
Genuos,5,Love the convenience and ease of using,2024-12-05T08:23:38-07:00,GeraldoSA,18.0.5910
Unify@21,5,"Awesome app…awesome, friendly service!",2024-12-05T08:17:30-07:00,Unify@21,18.0.5910
lovkd,5,I’m fairly new to Unify and I love the banking Ap. Very efficient. Customer service is awesome. Still getting used to using Epay feature. Overall five stars! Thank you:),2024-12-05T07:01:36-07:00,Love the Ap!,18.0.5910
Mom 1996,5,New to The Bank. Easy to Navigate! A+++++,2024-12-05T06:01:15-07:00,Loving the App!,18.0.5910
CardiacJack,5,Unify FCU has a great app from the great credit union. Unify treats me like I own the place. That’s because I do! I’m not going to give my money to the Walton family bank!,2024-12-05T05:31:58-07:00,Great app from a great credit union!,18.0.5910
supadeac3,4,No real review here. It functions as it should. Sometimes it takes a bit to load the data which has me waiting longer than I choose.,2024-12-05T05:08:15-07:00,Normal function,18.0.5910
Kiashon Kattil,5,"I  say good ,because even if I don’t have the money in the account they stay positive and honest to make me happy and stay with them without having any problems",2024-12-05T00:48:34-07:00,Good,18.0.5910
4talaveras,4,"Unify website takes care of all my banking needs. From checking balance, making a payment and even sending an email regarding any of my concerns. Website very easy to use",2024-12-04T20:35:43-07:00,Website user friendly,18.0.5910
peruchita123,5,Extremely useful,2024-12-04T20:15:02-07:00,Best app for my bank mobile needs,18.0.5910
Ray+Kay,5,Love it,2024-12-04T19:36:16-07:00,Best Banking APP ever!!!,18.0.5910
sandy wren,1,The worst.,2024-12-04T18:13:29-07:00,Zero!!!,18.0.5910
Rich Yarid,5,Love utilizing this app for its ease of use,2024-12-04T17:17:25-07:00,Awesome App,18.0.5910
Writer 92,5,Great customer service and the support of Unify team protection is very appreciated every day.,2024-12-04T15:25:47-07:00,Awesome,18.0.5910
jimboango,5,It’s very intuitive and straightforward and easy to use - also happy with the new cash transfer service.,2024-12-04T14:57:07-07:00,Why I like Unify’s app,18.0.5910
MyGalOlive,5,User friendly,2024-12-04T14:54:53-07:00,Easy to navigate,18.0.5910
TicToc D13,4,The Unify FCU isn’t a complicated app. It allow a member to use basically the functions you need for your financial situation. I’m alerted for every transaction and every transaction that clears accordingly. There’s no huff & puff about it,2024-12-04T14:38:47-07:00,Fairly decent app,18.0.5910
Sherman Muhammad,5,Great mobile app. Very user friendly and easily accessible.,2024-12-04T13:51:24-07:00,Mobile App.,18.0.5910
Fab5Alfreddy,5,This bank is awesome and the app is great!!!,2024-12-04T13:00:21-07:00,Love it!!!,18.0.5910
horomzade,5,Great!,2024-12-04T12:59:22-07:00,Unify,18.0.5910
SLCFOREVER,5,This app is easy to navigate and has the information I need for my banking.,2024-12-04T12:22:02-07:00,Happy :-),18.0.5910
Fans forever,5,"As long time members of Unify, we have come to expect excellent service and convenience that Unify provides in all our interactions. The website provides that too.   Easy to use, access 24 hours a days makes this one of the best financial websites I have used.",2024-12-04T11:11:38-07:00,Convenient access to your accounts,18.0.5910
Network Drano,5,Thank you!,2024-12-04T10:26:01-07:00,Always great,18.0.5910
Silva.23,5,"Very useful and easy to navigate, I like the fact you can transfer between your accounts and zelle too. Thanks Milton Silva",2024-12-04T10:18:25-07:00,Reliable App,18.0.5910
Mav j,5,I love that I can go online anytime and check my account. I’m 74 years old and they’re not joking when they say your mind can play games with you so I forget sometimes and it’s so nice to be able to at any time in the middle of the night I can think of something and not remember and go online and check and make sure I paid that bill. Online banking is so easy to take care of everything at any time I just love it,2024-12-04T10:05:41-07:00,Love online banking,18.0.5910
LoseRBumBum,1,"Customer service is terrible, lied in their promotional material. I get it banks are only for the money but the least they could do is try. These guys don’t it’s cheaper that way.",2024-12-04T09:44:09-07:00,Map is wrong,18.0.5910
takeshi1810,5,"Very nice app, I like it.",2024-12-04T08:14:15-07:00,Very good app,18.0.5910
magic1958,5,very easy,2024-12-04T06:33:28-07:00,Lovely App really nice to navigate,18.0.5910
@$7(?!0,5,I use it multiple times a day.,2024-12-04T05:46:38-07:00,"Very well organized, easy to use, great features. Makes keeping track of your finances.",18.0.5910
King Louie 777,5,Account was easy to setup online. Thank you and look forward to banking with Unify.,2024-12-03T19:16:26-07:00,Unify Credit Union,18.0.5910
Cascadean Sturrup,5,(ADP - SBS Chat),2024-12-03T08:46:40-07:00,Cascadean Deon Sturrup,18.0.5910
Hugo Sencion,1,I have been trying to login for the last couple of days with no luck. I need to access my account and this app is making it impossible.,2024-11-27T12:11:16-07:00,Login Issues,18.0.5910
rdrkdr2,5,"Service at your fingertip, easy to manipulate around the site, so user friendly!",2024-11-18T18:25:01-07:00,Love it!,17.0.5906
EYICORONADO,5,It is very convenient when you can make a payment online without having to drive to an office specially when you’re work hours are the same as the bank.,2024-11-18T10:35:19-07:00,Easy & Convenient,17.0.5906
ayabar51,5,Hola,2024-11-16T08:17:22-07:00,Rafael,17.0.5906
ValdieVal,5,I love it. So convenient!,2024-11-13T08:45:53-07:00,Wonderful app!,17.0.5906
put it on my tab,5,Wonderfully easy,2024-11-11T12:59:17-07:00,User,17.0.5906
Arielf232,5,It’s a great service and he has weight loans and customer service,2024-11-05T20:05:09-07:00,Service,17.0.5906
Junwanna,4,So far I can navigate ok,2024-10-30T12:27:43-07:00,App,17.0.5906
Wizdom086,5,Easy to navigate,2024-10-25T17:58:49-07:00,Member,17.0.5906
TacomaTimE,5,"Easy to use and allows me to take care of most all my business electronically!

Friendly when I need inside assistance!  Great people in Georgetown KY",2024-10-21T08:47:58-07:00,Banking for real!,17.0.5906
SickBoyChef,5,Great app. Easy to use,2024-10-19T18:15:36-07:00,Amazing,17.0.5906
Sophybran,1,"Try making a payment, this app is so complicated to Navigate, unlike any other , that even when you call and ask for help their own the h support can’t figure it out, and asks you to log in on a lap top instead of doing it mobile",2024-10-17T17:13:34-07:00,Needs improvement ASAP,17.0.5906
JorieAnn,5,"Easy to use! Good friendly people, like good days!",2024-10-09T17:27:13-07:00,Friendly,17.0.5906
The Retreat,5,"The Unify app is extremely easy to navigate which makes doing online banking easy, confidential, and trustworthy. I have encountered no problems using the app! Definitely a 5-star app!!!!",2024-10-04T08:05:26-07:00,Unify App,17.0.5906
R. Js,5,Easy to use. i have several accounts and it is super easy to manage everything all in one place and jump from one account to the next.,2024-10-03T10:04:04-07:00,Easy banking app,17.0.5906
ReginaDrake,5,It is so easy to move money between accounts. When I had a car loan - paying it was quick and streamline,2024-10-03T08:00:30-07:00,Love it!,17.0.5906
Jake7572,5,Easy to use app and very functional,2024-10-02T05:48:54-07:00,Great App,17.0.5906
Pharensic,1,"Id like to have the Accounts show up bigger, the text is way too small and theres no option to change it",2024-09-30T14:26:58-07:00,The Format,17.0.5906
Makingausernameisdumb,2,Not great. Signing in is more difficult than on a browser.,2024-09-27T22:22:42-07:00,Ok,17.0.5906
Gr8Betosm2007,5,Everything is straight forward.,2024-09-27T21:25:13-07:00,Easy navigation,17.0.5906
Hillsider2,5,Love it,2024-09-27T10:17:47-07:00,The Best . Love my bank . I been with them since 2006 back when they where called Western FCU,17.0.5906
Jon/Sam88,5,"They are really nice, helpful, and I felt good leaving the bank, put me in a more positive mood!",2024-09-25T09:45:57-07:00,Great service,17.0.5906
UnifyII,5,No issues with this app does what a banking app should,2024-09-23T05:09:20-07:00,Works well,17.0.5906
BADRASTA323,5,Excellent!,2024-09-21T12:41:00-07:00,Service,17.0.5906
Jess805,5,Convenient,2024-09-21T06:08:32-07:00,Easy to use,17.0.5906
Daninthecity,2,This app is terrible. It has banners and buttons that don’t work like the Chat Now and the share certificate ad. The navigation doesn’t work. I navigated to a weird screen and couldn’t get back to the Home Screen as the Home button didn’t work.  This is a banking app circa 2010 and not 2024.  Do better.,2024-09-20T17:24:53-07:00,This app is terrible. Navigation doesn’t work,17.0.5906
meeeee512,5,Awesome Bank,2024-09-19T20:57:49-07:00,Awesome,17.0.5906
Go Spartys,5,Smooth interaction with accurate results.,2024-09-18T14:53:07-07:00,Well done app,17.0.5906
augie1957,5,I’m always able to get what I need quickly and easily.,2024-09-17T09:53:16-07:00,Love the app,17.0.5906
tjhs1,5,Really nice,2024-09-17T02:27:59-07:00,Greate,17.0.5906
Unnique For Christ,5,Easy accessible and easy to use,2024-09-16T07:18:58-07:00,Great App,17.0.5906
bunnii_11,5,User friendly. I am able to transfer money and do any transactions with this app.,2024-09-14T12:02:44-07:00,Easy to use,17.0.5906
LBrown3711,5,"Customer service is always the best. My rep always goes above and beyond, ensuring any questions I ask is explained and I fully understand.",2024-09-12T12:19:10-07:00,Excellent Banking,17.0.5906
Earlenejoyce,4,We get excellent service thank you,2024-09-11T11:27:06-07:00,Service,17.0.5906
szm1962,2,Camera always blurry can’t send e deposit,2024-09-11T06:06:35-07:00,E deposit camera,17.0.5906
Mookiem1,5,Love it,2024-09-10T17:21:56-07:00,Love it,17.0.5906
dpwils11,5,This is a very well put together financial app. It allows the flexibility I need to transfer to and from linked accounts. I highly recommend using this app with your Unify accounts.,2024-09-10T08:40:24-07:00,Very Well Done,17.0.5906
Dell 5000 2 in 1,5,I have chase and Wells Fargo. None of these allow you to search by name or do they offer a search far enough back to help you in that moment. I also like that I can turn my cards on and off as I frequently misplace them,2024-09-07T18:09:02-07:00,Best bank app out there,17.0.5906
Straex,5,Very user friendly,2024-09-07T16:46:37-07:00,Excellent,17.0.5906
natifats,5,Do better.,2024-09-06T19:07:41-07:00,Unify,17.0.5906
Kanga Kitty,3,App keeps kicking me off when I need to deposit more than one or two checks. Very frustrating to log in again and again.,2024-09-06T11:41:45-07:00,No happy with Unify app,17.0.5906
Monei9,5,"Very functional app, love how they put things into categories to see spending habits.",2024-09-05T07:16:49-07:00,Love it!,17.0.5906
Nelson Bob,5,Great pp,2024-09-03T18:08:32-07:00,Great app,17.0.5906
Decatur/51,5,"It’s a good thing! Any problems can always be resolved ASAP, Thanks",2024-09-03T09:41:16-07:00,Rate the App,17.0.5906
S&SBoy,5,I like going in to see my people at the bank the best but I like being able to check my balance at all times of the day. You all are the best,2024-09-02T17:30:53-07:00,Love the App,17.0.5906
playrunnrsent23,5,best bank ever,2024-08-31T09:43:27-07:00,review,17.0.5906
The hidden place,5,I’m a new member this app is great !,2024-08-31T09:29:56-07:00,Excellent,17.0.5906
LakeTuna,5,"The bank with its app is easy to use, love the fact that you can login with a quick face recognition.

The app for me has never had a glitch or issues, so I’m happy with the service that it provides.",2024-08-31T09:15:53-07:00,Excellent,17.0.5906
Elachay,5,"Easier and faster to use. “. “. “
Senior friendly",2024-08-31T08:30:14-07:00,Great App,17.0.5906
Drpepa3,5,So happy Unify has an app for their customers. I’m grateful for the convenience it provides.,2024-08-30T06:13:42-07:00,Unify Credit Union App,17.0.5906
Louie22491,3,"The app works fine and is great, but customer support easily takes 20 minutes to 30 minutes to answer.",2024-08-28T14:49:48-07:00,Long wait times,17.0.5906
Randallfutch,5,Nice bank,2024-08-28T11:23:11-07:00,Great,17.0.5906
FCU satisfied member,5,The app is easy to use.  Haven’t experienced any glitches.,2024-08-28T08:44:17-07:00,Easy to use,17.0.5906
Kiyra82,5,I like the Face ID feature and that I can transfer money easily and take a pic of a check and deposit it. Can check my balance and transactions fast. I’ve had no issues with the app and like it so far.,2024-08-27T14:47:11-07:00,Easy and convenient,17.0.5906
app curious,5,Problem free application which is intuitive in its design and high performing. Completely satisfied. Great credit union also.,2024-08-26T21:04:07-07:00,"After a year, seems quite bulletproof",17.0.5906
lil skri,5,Unify is amazing and easy,2024-08-26T17:06:12-07:00,Unify is great,17.0.5906
sweetyb55,5,Easy to use app.,2024-08-26T08:19:42-07:00,Great Banking App!,17.0.5906
LvnitupTess,5,Very user friendly and when I have questions customer service is awesome!,2024-08-24T22:06:02-07:00,Great Banking App!!,17.0.5906
"English,Werd",5,"Unify was setup at my job site and signing people up for accounts, the timing was perfect because I needed to open an account asap so I could take care of some finances back east. Gerry worked with me quickly and diligently to get me set up and started. Fortunate to cross paths with him exactly when I did.",2024-08-23T18:07:28-07:00,Unified for Everyone,17.0.5906
Tyler Dicken,5,Love this bank I get my check direct deposited and I get it 2 days early and the app works great,2024-08-20T18:38:10-07:00,Good app,17.0.5906
SwaVaé,3,The only problem I would say it to send more money with Zelle.,2024-08-19T19:29:45-07:00,Zelle,17.0.5906
Foothill man,5,"My only issues are connectivity that have nothing to do with this app, seamless powerful",2024-08-17T14:41:46-07:00,Easy straightforward,17.0.5906
Scuba Grandpa,5,Never a delay and always accurate which depicts a company I trust.,2024-08-16T18:50:49-07:00,Best App,17.0.5906
Detrail,5,Wish I would have download long time ago. It saves a lot of time when I need to check balances and deductions. I love it,2024-08-16T08:04:36-07:00,Mobil app,17.0.5906
Easy Appt,5,Simple and very easy to use application. All the options I needed are easily available,2024-08-13T15:37:00-07:00,Easy to Use,17.0.5906
TwoNineRight,5,No check scanning (why?) but otherwise useful.,2024-08-12T11:30:24-07:00,Serviceable,17.0.5906
BH Cat,5,"Been using it for a while, they keep improving it, it’s robust and works smoothly. Kudos on job well done👌🏻",2024-08-12T10:15:50-07:00,It Works great,17.0.5906
Wings Aloft,5,Very easy to use.  I feel this app is very secure.,2024-08-12T08:26:43-07:00,Excellent app in all functions!,17.0.5906
KrafteeCam,5,Clean clear and easy to use.,2024-08-08T14:01:47-07:00,It works,17.0.5906
psMax,5,The app is good. I like it.,2024-08-08T04:24:49-07:00,UFCU,17.0.5906
Clayton Akehurst,5,I love their banking and everything that they do for first buyers as in first car buyer and first house buyer and their apps also amazing very understandable and very lovely to do banking and finances,2024-08-07T21:58:27-07:00,Love this company,17.0.5906
Ayyyeeeesss,5,🙏,2024-08-07T19:20:37-07:00,Nice app,17.0.5906
OC seller,5,Online site is easy to use,2024-08-07T14:28:43-07:00,Easy use,17.0.5906
ylllod,5,Easy,2024-08-06T18:46:24-07:00,Mobile deposit,17.0.5906
Al’s well,5,Easy to navigate.,2024-08-06T09:36:07-07:00,Account access on line,17.0.5906
TOLOCTMZ,5,"Best service, best credit union ever",2024-08-05T18:49:31-07:00,Don Ricardo,17.0.5906
Briawen,2,This app has too many glitches leaves customers going days without access.,2024-08-05T12:19:56-07:00,Too many glitches,17.0.5906
LadyLeo19,5,User friendly,2024-08-05T09:59:09-07:00,Love it,17.0.5906
JTChrist,5,"Nice app, nice bank!",2024-08-05T09:18:18-07:00,Nice,17.0.5906
Katherine's girl,5,Thanks for keeping it current and updated,2024-08-04T13:37:16-07:00,Love Unify Banking App,17.0.5906
leyley98765,5,Love the app. Convenient and fast. I like how you can add payee from the actual App itself. I just wish you can edit the name too.,2024-08-04T05:30:09-07:00,Easy to use,17.0.5906
kiwabound,5,Love the app. We say to use and full featured.,2024-08-03T09:57:28-07:00,Easy Easy,17.0.5906
nimeses,5,Made user friendly and easy to handle you business whether at home or on the go! Also always striving to improve.,2024-08-02T15:23:07-07:00,The Best,17.0.5906
Awesome4x4,5,Easy to navigate and use. Simple to the point to get your needs done.,2024-08-02T07:13:07-07:00,Love UNIFY FCU,17.0.5906
ShortyBullluva,5,I was told that Unify techs are working on being able to view “shared” accounts in the future.,2024-08-01T22:23:02-07:00,Very easy to use! Love the improvements,17.0.5906
AabanPhd,5,Very happy thank you Unify CU,2024-08-01T15:47:55-07:00,Review,17.0.5906
dracos quicksilver,5,The app is easy to find stuff and operate.,2024-08-01T13:11:20-07:00,Easy,17.0.5906
Sweet n sexy miss,5,I’ve had this app for a long time and never had any issues. Seems fine to me.,2024-07-31T13:50:04-07:00,App is simple and easy to use.,17.0.5906
Curley0556,5,"I enjoy the app, quick easy and efficient. Thank you.",2024-07-31T13:01:18-07:00,Outstanding app,17.0.5906
kc6211,5,Can easily find what I’m looking and the transaction history can easily provide a lot of information.,2024-07-31T11:50:11-07:00,Love it!,17.0.5906
bbiegrl82,5,Easy to use.,2024-07-30T19:14:14-07:00,App works well,17.0.5906
SoCalspaceman,5,When you’re trying to use the map to find an ATM machine or branch it is extremely hard to use if that could be fixed or upgraded that would be perfect,2024-07-29T08:53:03-07:00,Search feature lacking,17.0.5906
Flahertt2,5,Over the years of using the mobile app you have made great strides in making the app work better on the apple ios. Thank you and look forward to future updates,2024-07-28T20:07:09-07:00,Great strides made,17.0.5906
Lina Bombardier,5,I bank with Unify FCU of Camarillo. Staff are always friendly and very knowledgeable. I would highly recommend this bank to everyone. Great service!!!,2024-07-28T10:34:30-07:00,Great service! Great Bank!,17.0.5906
HachimaNY,4,Has much improved in the last couple years. More responsive. Smoother interface.,2024-07-28T05:08:20-07:00,Functional,17.0.5906
GTLAurie,5,"Love this app, love Unify and credit unions",2024-07-26T03:10:44-07:00,Easy to use,17.0.5906
deadbeats77,2,"Clunky design and confusing interface. I don’t understand a lot of the things in the menu. Stuff like linking to external accounts to make deposits or withdrawals isn’t clear. All of it could be a lot more clear and easier to look at if they’d hire somebody with experience to design the app. However I happen to like the bank, or credit union that is. Their customer service is always very friendly. I only use the app to do exactly what I need with my car loan and nothing more. Anything else and I will call to do things over the phone.",2024-07-25T23:57:00-07:00,Not great,17.0.5906
AutumSun,5,The App is very intuitive and user friendly.,2024-07-25T22:41:56-07:00,Love the e-deposit,17.0.5906
Wolfeman68,5,Definitely one of the easiest and well rounded applications I utilize.,2024-07-25T21:56:21-07:00,Great,17.0.5906
cjpzzzzz,5,It is great! Very easy!,2024-07-25T18:08:08-07:00,Mobile app,17.0.5906
Wings-o-fire,5,Very user friendly,2024-07-24T19:54:14-07:00,Accounts,17.0.5906
go gfcj,5,Very easy to use and great costumer service when  I do call or walk in. Enjoyable banking experience.,2024-07-24T09:04:08-07:00,Great service,17.0.5906
TeriLynBaile,5,Love it,2024-07-23T12:49:26-07:00,Great,17.0.5906
R hybrid,5,This app is awesome!,2024-07-23T08:46:41-07:00,Awesome App!,17.0.5906
pnarain01,5,Excellent credit union,2024-07-23T08:05:42-07:00,Great service and low fees,17.0.5906
Neicey!,5,I don’t like the update in bill pay,2024-07-23T06:42:49-07:00,Rating,17.0.5906
boshmickey,2,Navigation features are confusing. Transfers work sporadically. Just really dislike the app.,2024-07-22T14:27:14-07:00,Least Favorite Banking App,17.0.5906
Magill Ink,5,I think it is very useful to have information on phone.,2024-07-22T08:12:21-07:00,Very useful,17.0.5906
Real2reelz,5,Works pretty good,2024-07-22T07:52:42-07:00,Good app,17.0.5906
Dunrbest,5,Lots of great features. Works well. One stipe shop for all I need,2024-07-22T07:49:49-07:00,Great app,17.0.5906
Ig:Teeeee_whhyyy,5,Great,2024-07-21T20:47:27-07:00,Great,17.0.5906
Maloso75,5,Best mobile bank app ever!,2024-07-21T15:41:35-07:00,Excellent!,17.0.5906
Nurse Mesha,5,"Quick, easy to navigate",2024-07-21T13:32:39-07:00,"I love Unify, never have any issues",17.0.5906
dubb82hd,5,Very nice App,2024-07-21T10:00:52-07:00,Makes every transaction plain and simple,17.0.5906
UncleDale,5,Works great,2024-07-21T07:09:57-07:00,Review,17.0.5906
goto834,5,"Love the app, always updated and easy to chat when questions come up",2024-07-20T15:42:03-07:00,Unify review,17.0.5906
greenPOWmadness,5,Love my bank,2024-07-20T14:12:43-07:00,Great App,17.0.5906
Angelajevans,5,Love the app,2024-07-20T13:50:29-07:00,Survey,17.0.5906
SFCity fan,5,Unify website is easy to navigate. When I do have an issue or unable to find what I want to do I have been able to contact the “help desk” and squally get a quick response explaining solutions to my issue.,2024-07-19T21:19:32-07:00,User friendly site,17.0.5906
JBo-Bloss,5,I do my banking w a few clicks,2024-07-19T17:59:06-07:00,Easy Peasy App,17.0.5906
Wadrik,5,It’s been 8 years I joined with this bank.. I recommend you to join me and reference for me..love it they been helping me through everything I need..good bank,2024-07-19T11:51:27-07:00,Love it,17.0.5906
Alcityenlvyol,4,"Unify app makes it easy to get most things done. Some items I seldom do aren’t immediately intuitive, but I get them done.",2024-07-19T08:48:09-07:00,"Functional, simple",17.0.5906
dirty cxff,5,You should have been able to get it done,2024-07-19T08:06:48-07:00,Greatest,17.0.5906
jforgives,5,Easy to use *****,2024-07-19T07:08:03-07:00,Cp,17.0.5906
"1,2?3?4?",5,Easy to use,2024-07-19T04:54:31-07:00,Easy,17.0.5906
Kappykm,5,Never a glitch. Very dependable. Love it.,2024-07-19T03:26:25-07:00,Love it.,17.0.5906
Jdubsbmw,5,Easy to use. Awesome,2024-07-19T02:01:59-07:00,Good app,17.0.5906
Meeladyt,5,Great service totally great people great bank I tell all of my Lyft riders to check this wonderful bank I tell all my friends and family and even the people that I drive about how wonderful this bank is it’s incredible,2024-07-19T00:42:47-07:00,The best,17.0.5906
merlynsmom,5,I use this app a lot and I’ve never had a complaint about it. It’s great.,2024-07-18T21:46:21-07:00,This app is awesome,17.0.5906
Studaboo,5,Very convenient! I can check my financial statements 24/7. Thanks!,2024-07-18T13:35:12-07:00,Review,17.0.5906
Kee kee D u r 1 2,5,Convenient when I need it,2024-07-18T07:45:27-07:00,Easy to use,17.0.5906
Vonn 007,5,GREAT AWESOME,2024-07-18T06:55:07-07:00,MEMBER,17.0.5906
Broadway Babybin KY,5,I use this app for my frequently for my banking needs. Very user friendly and love the mobile deposit feature.,2024-07-18T06:09:59-07:00,Very convenient banking,17.0.5906
Loli Gonzalez,5,"Great app & easy to use, easy to navigate.",2024-07-17T21:21:49-07:00,Great App,17.0.5906
MsDiniDee55,5,Easy access,2024-07-17T15:17:35-07:00,Dino,17.0.5906
lgbs12,4,it's okay tho i figured it out,2024-07-17T14:48:55-07:00,hard to learn,17.0.5906
Biell Morais,5,Thank you for being great!,2024-07-17T14:01:14-07:00,It’s amazing,17.0.5906
Monica92592,4,Very user friendly. A tad bit glitchy at times. Unable to launch directions from branch/atm locator. Otherwise app does what it is intended to do.,2024-07-17T13:50:59-07:00,User friendly,17.0.5906
davidblane559,5,Unify always looks out for me,2024-07-17T13:32:22-07:00,Best credit union,17.0.5906
Maria WP,4,Would be helpful to have a library of tutorials with videos or written instructions on how to use features of app,2024-07-17T06:24:57-07:00,Needs tutorials,17.0.5906
Fire beest,3,The letters and numbers of the interactive screens are too small.,2024-07-17T06:04:08-07:00,App review,17.0.5906
HB Bumm,5,Love it. Has made my life so much easier.,2024-07-16T17:09:32-07:00,App,17.0.5906
Nevermind 666,5,I use the Unify app all the time. Everything I would need to do with my banking is there and easy to use.,2024-07-08T13:09:05-07:00,Easy app to use,17.0.5906
ZarinaAnaza,5,Easy to read.,2024-07-03T04:30:06-07:00,Excellent,15.0.5905
tillman austin,5,It’s easy to operate and very quick. 5 stars,2024-07-02T18:22:16-07:00,Easy to use,17.0.5906
Cryosis,5,Just wish your checking balance would show in the epay screen.,2024-07-02T11:48:27-07:00,Easy to use,15.0.5905
Daniellec21,4,Overall clean and simple to navigate. Customer service through the message section is very responsive.,2024-07-01T15:24:39-07:00,Good App,15.0.5905
Fit$$$$$$,1,Always asking to recognize device. Big banks app are so much better.,2024-07-01T15:08:15-07:00,Asking me to register device all the time.,15.0.5905
drew 33Hockey,5,Very happy with the app easy to use,2024-07-01T12:46:30-07:00,Review,15.0.5905
cbird12,5,This app is so easy to use and it has everything you need to manage your finances!,2024-07-01T05:39:23-07:00,Awesome!,15.0.5905
Cris2for,5,Great app!,2024-06-30T13:17:20-07:00,Unify App,15.0.5905
Csbeave,2,I keep trying to make a one time principle payment to my mortgage and have been unable to. I haven’t had this problem in the past.,2024-06-29T12:43:46-07:00,Less than ideal,15.0.5905
Safe at destination,5,"I can do my banking without leaving home which is great, and the app is always available.",2024-06-29T08:44:46-07:00,Love the app!,15.0.5905
BuffMuffinTop,5,Easy to check your balance. Only wish it was easier to find certain tools.,2024-06-29T08:10:36-07:00,Very convenient,15.0.5905
justguzman25,1,"I’ve been with Unify for several years now and could say that I really enjoyed having them as my main bank. But recently the service has been rapidly declining. I’ve sent several emails to them inquiring about loan products and they never respond. 

They also changed they way you can qualify for a Credit Rebuilder loan. Such a loan is meant for people with bad credit. Before Unify considered your banking relationship to help determine your qualifications. Now they use your credit score. And now you need to have a good credit score for a bad credit loan product. Mind blown. When you apply and get denied they do not tell you why or do not mail you anything as they should be. Highly disappointed.",2024-06-28T23:16:18-07:00,Declining,15.0.5905
EarlyXmas,5,Handles most transactions with ease,2024-06-28T12:57:03-07:00,Convenient,15.0.5905
gemll,2,They need to add Zelle,2024-06-28T05:01:46-07:00,They need to add Zelle,15.0.5905
mexico....,1,App is slow,2024-06-27T17:34:09-07:00,Unify,15.0.5905
lapass05,5,I enjoy being able to do most everything in one place.,2024-06-27T09:55:24-07:00,Mobile banking app,15.0.5905
Hammer6166,5,This app takes the website one step further by providing immediate access to all my information. I use it to monitor all my transactions.,2024-06-27T06:33:29-07:00,All my information at my fingertips,15.0.5905
From Md,5,App works great for everything I need!,2024-06-26T17:54:30-07:00,Great app,15.0.5905
Eddiefedora,5,Best banking app ever had and still have will have,2024-06-26T10:44:19-07:00,Awesome,15.0.5905
Starey1,5,"Very responsive & informative about my account.
Just wish I could deposit cash somehow from where I live.",2024-06-26T09:02:55-07:00,Unify FCU,15.0.5905
ErikW1994,5,Very good app and easy to navigate,2024-06-26T03:00:54-07:00,Easy to use app!,15.0.5905
sigmafred,5,The online system is great and the management staff in Oakland are wonderful !!! Thank you,2024-06-25T10:15:35-07:00,Great service,15.0.5905
Giawms,4,Nice app!,2024-06-25T08:01:21-07:00,Great Customer functionality and support,15.0.5905
The child that loves you,5,I am very pleased with this credit union and their app,2024-06-24T22:32:56-07:00,A member of the credit union,15.0.5905
Alex43770,3,It won’t allow me to do bill pay,2024-06-24T20:26:45-07:00,Okay,15.0.5905
GuillermoAzurdia,5,It works,2024-06-24T20:05:02-07:00,It’s fine,15.0.5905
TRINITY117,5,Transfers between accounts are immediate which has helped me many many times. 24/7 live chat is great too!,2024-06-24T11:39:52-07:00,Easy to navigate,15.0.5905
offurrm,5,It’s amazing that even my loan I did through online and love not having to go to the bank to deposit my checks.,2024-06-21T14:49:25-07:00,Banking app,15.0.5905
BonitaGina,5,Very user friendly,2024-06-21T12:36:44-07:00,Smiles,15.0.5905
Etizzle3,5,The ease of this app is awesome! I have had very little issues and use it everyday banking. Now I just need to know how to access my Zelle account within my app. Thanks for the convenience UNIFY!,2024-06-21T00:44:34-07:00,Love My Unify,15.0.5905
cham ed,5,Easy to use and access to anything from loan application to bank deposits.,2024-06-20T21:11:32-07:00,Anything possible,15.0.5905
aarnold36,5,I like that you can do anything from this app. My favorite convenience is being able to deposit a check.,2024-06-20T18:24:57-07:00,Love this app,15.0.5905
